symbol,sector,water_intensity,water_targets,env_score,social_score,gov_score,country
IRS,Real Estate,,,,,,ARGENTINA
IRT,Real Estate,,,,,,UNITED STATES
IRTC,Healthcare,,,,,,UNITED STATES
IRWD,Healthcare,,,,,,UNITED STATES
ISOU,Energy,,,,,,CANADA
ISPC,Healthcare,,,,,,UNITED STATES
ISPO,Consumer Cyclical,,,,,,UNITED STATES
ISPOW,Consumer Cyclical,,,,,,UNITED STATES
ISPR,Consumer Defensive,,,,,,UNITED STATES
ISRG,Healthcare,,,,,,UNITED STATES
ISRL,Financial Services,,,,,,UNITED STATES
ISRLU,Financial Services,,,,,,UNITED STATES
ISSC,Industrials,,,,,,UNITED STATES
ISTR,Financial Services,,,,,,UNITED STATES
IT,Technology,,,,,,UNITED STATES
ITGR,Healthcare,,,,,,UNITED STATES
ITIC,Financial Services,,,,,,UNITED STATES
ITP,Basic Materials,,,,,,CHINA
ITRG,Basic Materials,,,,,,CANADA
ITRI,Technology,,,,,,UNITED STATES
ITRM,Healthcare,,,,,,IRELAND
ITRN,Technology,,,,,,ISRAEL
ITT,Industrials,,,,,,UNITED STATES
ITUB,Financial Services,,,,,,BRAZIL
ITW,Industrials,,,,,,UNITED STATES
IVA,Healthcare,,,,,,FRANCE
IVDA,Industrials,,,,,,UNITED STATES
IVDAW,Industrials,,,,,,UNITED STATES
IVF,Healthcare,,,,,,UNITED STATES
IVP,Consumer Cyclical,,,,,,UNITED STATES
IVR,Real Estate,,,,,,UNITED STATES
IVT,Real Estate,,,,,,UNITED STATES
IVVD,Healthcare,,,,,,UNITED STATES
IVZ,Financial Services,,,,,,UNITED STATES
IX,Financial Services,,,,,,JAPAN
IXHL,Healthcare,,,,,,AUSTRALIA
IZEA,Communication Services,,,,,,UNITED STATES
IZM,Technology,,,,,,CHINA
J,Industrials,,,,,,UNITED STATES
JACK,Consumer Cyclical,,,,,,UNITED STATES
JACS,Financial Services,,,,,,UNITED STATES
JAGX,Healthcare,,,,,,UNITED STATES
JAKK,Consumer Cyclical,,,,,,UNITED STATES
JAMF,Technology,,,,,,UNITED STATES
JANX,Healthcare,,,,,,UNITED STATES
JAZZ,Healthcare,,,,,,IRELAND
JBDI,Consumer Cyclical,,,,,,SINGAPORE
JBGS,Real Estate,,,,,,UNITED STATES
JBHT,Industrials,,,,,,UNITED STATES
JBI,Industrials,,,,,,UNITED STATES
JBIO,Healthcare,,,,,,UNITED STATES
JBL,Technology,,,,,,UNITED STATES
JBLU,Industrials,,,,,,UNITED STATES
JBS,Consumer Defensive,,,,,,BRAZIL
JBSS,Consumer Defensive,,,,,,UNITED STATES
JBTM,Industrials,,,,,,UNITED STATES
JCAP,Financial Services,,,,,,UNITED STATES
JCI,Industrials,,,,,,IRELAND
JCSE,Industrials,,,,,,SINGAPORE
JCTC,Basic Materials,,,,,,UNITED STATES
JD,Consumer Cyclical,,,,,,CHINA
JDZG,Technology,,,,,,CHINA
JEF,Financial Services,,,,,,UNITED STATES
JELD,Industrials,,,,,,UNITED STATES
JEM,Consumer Cyclical,,,,,,HONG KONG
JFB,Real Estate,,,,,,UNITED STATES
JFBR,Consumer Cyclical,,,,,,ISRAEL
JFBRW,Consumer Cyclical,,,,,,ISRAEL
JFIN,Communication Services,,,,,,CHINA
JFU,Technology,,,,,,CHINA
JG,Technology,,,,,,CHINA
JHG,Financial Services,,,,,,UNITED KINGDOM
JHX,Basic Materials,,,,,,IRELAND
JILL,Consumer Cyclical,,,,,,UNITED STATES
JJSF,Consumer Defensive,,,,,,UNITED STATES
JKHY,Technology,,,,,,UNITED STATES
JKS,Technology,,,,,,CHINA
JL,Consumer Cyclical,,,,,,HONG KONG
JLHL,Industrials,,,,,,CHINA
JLL,Real Estate,,,,,,UNITED STATES
JMIA,Consumer Cyclical,,,,,,GERMANY
JMSB,Financial Services,,,,,,UNITED STATES
JNJ,Healthcare,,,,,,UNITED STATES
JOB,Industrials,,,,,,UNITED STATES
JOBY,Industrials,,,,,,UNITED STATES
JOE,Real Estate,,,,,,UNITED STATES
JOUT,Consumer Cyclical,,,,,,UNITED STATES
JOYY,Communication Services,,,,,,SINGAPORE
JPM,Financial Services,,,,,,UNITED STATES
JRSH,Consumer Cyclical,,,,,,UNITED STATES
JRVR,Financial Services,,,,,,BERMUDA
JSPR,Healthcare,,,,,,UNITED STATES
JSPRW,Healthcare,,,,,,UNITED STATES
JTAI,Technology,,,,,,UNITED STATES
JUNS,Healthcare,,,,,,UNITED STATES
JVA,Consumer Defensive,,,,,,UNITED STATES
JWEL,Consumer Cyclical,,,,,,CHINA
JXG,Consumer Cyclical,,,,,,CHINA
JXN,Financial Services,,,,,,UNITED STATES
JYD,Industrials,,,,,,CHINA
JYNT,Healthcare,,,,,,UNITED STATES
JZ,Technology,,,,,,CHINA
JZXN,Consumer Cyclical,,,,,,CHINA
K,Consumer Defensive,,,,,,UNITED STATES
KAI,Industrials,,,,,,UNITED STATES
KALA,Healthcare,,,,,,UNITED STATES
KALU,Basic Materials,,,,,,UNITED STATES
KALV,Healthcare,,,,,,UNITED STATES
KAPA,Healthcare,,,,,,UNITED STATES
KAR,Consumer Cyclical,,,,,,UNITED STATES
KARO,Technology,,,,,,SINGAPORE
KAVL,Consumer Defensive,,,,,,UNITED STATES
KB,Financial Services,,,,,,SOUTH KOREA
KBDC,Financial Services,,,,,,UNITED STATES
KBH,Consumer Cyclical,,,,,,UNITED STATES
KBR,Industrials,,,,,,UNITED STATES
KBSX,Basic Materials,,,,,,TAIWAN
KC,Technology,,,,,,CHINA
KD,Technology,,,,,,UNITED STATES
KDK,Industrials,,,,,,UNITED STATES
KDKRW,Industrials,,,,,,UNITED STATES
KDP,Consumer Defensive,,,,,,UNITED STATES
KE,Industrials,,,,,,UNITED STATES
KELYA,Industrials,,,,,,UNITED STATES
KELYB,Industrials,,,,,,UNITED STATES
KEN,Utilities,,,,,,SINGAPORE
KEP,Utilities,,,,,,SOUTH KOREA
KEQU,Consumer Cyclical,,,,,,UNITED STATES
KEX,Industrials,,,,,,UNITED STATES
KEY,Financial Services,,,,,,UNITED STATES
KEYS,Technology,,,,,,UNITED STATES
KFFB,Financial Services,,,,,,UNITED STATES
KFII,Financial Services,,,,,,UNITED STATES
KFIIR,,,,,,,UNITED STATES
KFIIU,Financial Services,,,,,,UNITED STATES
KFRC,Industrials,,,,,,UNITED STATES
KFS,Consumer Cyclical,,,,,,UNITED STATES
KFY,Industrials,,,,,,UNITED STATES
KG,Financial Services,,,,,,BERMUDA
KGC,Basic Materials,,,,,,CANADA
KGEI,Energy,,,,,,UNITED STATES
KGS,Energy,,,,,,UNITED STATES
KHC,Consumer Defensive,,,,,,UNITED STATES
KIDS,Healthcare,,,,,,UNITED STATES
KIDZ,Consumer Defensive,,,,,,UNITED STATES
KIDZW,Consumer Defensive,,,,,,UNITED STATES
KIM,Real Estate,,,,,,UNITED STATES
KINS,Financial Services,,,,,,UNITED STATES
KITT,Industrials,,,,,,UNITED STATES
KITTW,Industrials,,,,,,UNITED STATES
KKR,Financial Services,,,,,,UNITED STATES
KLAC,Technology,,,,,,UNITED STATES
KLAR,Technology,,,,,,UNITED KINGDOM
KLC,Consumer Defensive,,,,,,UNITED STATES
KLG,Consumer Defensive,,,,,,UNITED STATES
KLIC,Technology,,,,,,UNITED STATES
KLRS,Healthcare,,,,,,UNITED STATES
KLTO,Healthcare,,,,,,UNITED STATES
KLTOW,Healthcare,,,,,,UNITED STATES
KLTR,Technology,,,,,,UNITED STATES
KLXE,Energy,,,,,,UNITED STATES
KMB,Consumer Defensive,,,,,,UNITED STATES
KMDA,Healthcare,,,,,,ISRAEL
KMI,Energy,,,,,,UNITED STATES
KMPR,Financial Services,,,,,,UNITED STATES
KMRK,Consumer Cyclical,,,,,,HONG KONG
KMT,Industrials,,,,,,UNITED STATES
KMTS,Healthcare,,,,,,UNITED STATES
KMX,Consumer Cyclical,,,,,,UNITED STATES
KN,Technology,,,,,,UNITED STATES
KNDI,Consumer Cyclical,,,,,,CHINA
KNF,Basic Materials,,,,,,UNITED STATES
KNOP,Energy,,,,,,UNITED KINGDOM
KNRX,Technology,,,,,,SINGAPORE
KNSA,Healthcare,,,,,,UNITED KINGDOM
KNSL,Financial Services,,,,,,UNITED STATES
KNTK,Energy,,,,,,UNITED STATES
KNX,Industrials,,,,,,UNITED STATES
KOD,Healthcare,,,,,,UNITED STATES
KODK,Industrials,,,,,,UNITED STATES
KOF,Consumer Defensive,,,,,,MEXICO
KOP,Basic Materials,,,,,,UNITED STATES
KOPN,Technology,,,,,,UNITED STATES
KORE,Communication Services,,,,,,UNITED STATES
KOS,Energy,,,,,,UNITED STATES
KOSS,Technology,,,,,,UNITED STATES
KOYN,Financial Services,,,,,,UNITED STATES
KOYNU,Financial Services,,,,,,UNITED STATES
KOYNW,Financial Services,,,,,,UNITED STATES
KPLT,Technology,,,,,,UNITED STATES
KPLTW,Technology,,,,,,UNITED STATES
KPRX,Healthcare,,,,,,UNITED STATES
KPTI,Healthcare,,,,,,UNITED STATES
KR,Consumer Defensive,,,,,,UNITED STATES
KRC,Real Estate,,,,,,UNITED STATES
KREF,Real Estate,,,,,,UNITED STATES
KRG,Real Estate,,,,,,UNITED STATES
KRKR,Communication Services,,,,,,CHINA
KRMD,Healthcare,,,,,,UNITED STATES
KRMN,Industrials,,,,,,UNITED STATES
KRNT,Industrials,,,,,,ISRAEL
KRNY,Financial Services,,,,,,UNITED STATES
KRO,Basic Materials,,,,,,UNITED STATES
KROS,Healthcare,,,,,,UNITED STATES
KRP,Energy,,,,,,UNITED STATES
KRRO,Healthcare,,,,,,UNITED STATES
KRT,Consumer Cyclical,,,,,,UNITED STATES
KRUS,Consumer Cyclical,,,,,,UNITED STATES
KRYS,Healthcare,,,,,,UNITED STATES
KSCP,Industrials,,,,,,UNITED STATES
KSPI,Technology,,,,,,KAZAKHSTAN
KSS,Consumer Cyclical,,,,,,UNITED STATES
KT,Communication Services,,,,,,SOUTH KOREA
KTB,Consumer Cyclical,,,,,,UNITED STATES
KTCC,Technology,,,,,,UNITED STATES
KTOS,Industrials,,,,,,UNITED STATES
KTTA,Healthcare,,,,,,UNITED STATES
KTTAW,Healthcare,,,,,,UNITED STATES
KULR,Technology,,,,,,UNITED STATES
KURA,Healthcare,,,,,,UNITED STATES
KVAC,Financial Services,,,,,,UNITED STATES
KVACU,Financial Services,,,,,,UNITED STATES
KVACW,Financial Services,,,,,,UNITED STATES
KVHI,Communication Services,,,,,,UNITED STATES
KVUE,Consumer Defensive,,,,,,UNITED STATES
KVYO,Technology,,,,,,UNITED STATES
KW,Real Estate,,,,,,UNITED STATES
KWM,Communication Services,,,,,,CAYMAN ISLANDS
KWMWW,Communication Services,,,,,,CAYMAN ISLANDS
KWR,Basic Materials,,,,,,UNITED STATES
KXIN,Consumer Cyclical,,,,,,CHINA
KYIV,Communication Services,,,,,,UNITED ARAB EMIRATES
KYIVW,Communication Services,,,,,,UNITED ARAB EMIRATES
KYMR,Healthcare,,,,,,UNITED STATES
KYTX,Healthcare,,,,,,UNITED STATES
KZIA,Healthcare,,,,,,AUSTRALIA
KZR,Healthcare,,,,,,UNITED STATES
L,Financial Services,,,,,,UNITED STATES
LAB,Healthcare,,,,,,UNITED STATES
LAC,Basic Materials,,,,,,CANADA
LAD,Consumer Cyclical,,,,,,UNITED STATES
LADR,Real Estate,,,,,,UNITED STATES
LAES,Technology,,,,,,SWITZERLAND
LAFAU,Financial Services,,,,,,FRANCE
LAKE,Consumer Cyclical,,,,,,UNITED STATES
LAMR,Real Estate,,,,,,UNITED STATES
LAND,Real Estate,,,,,,UNITED STATES
LANDM,Real Estate,,,,,,UNITED STATES
LANDO,Real Estate,,,,,,UNITED STATES
LANDP,Real Estate,,,,,,UNITED STATES
LANV,Consumer Cyclical,,,,,,CHINA
LAR,Basic Materials,,,,,,SWITZERLAND
LARK,Financial Services,,,,,,UNITED STATES
LASE,Industrials,,,,,,UNITED STATES
LASR,Technology,,,,,,UNITED STATES
LATAU,Financial Services,,,,,,UNITED STATES
LAUR,Consumer Defensive,,,,,,UNITED STATES
LAW,Technology,,,,,,UNITED STATES
LAWR,Industrials,,,,,,JAPAN
LAZ,Financial Services,,,,,,UNITED STATES
LAZR,Consumer Cyclical,,,,,,UNITED STATES
LB,Energy,,,,,,UNITED STATES
LBBBR,,,,,,,UNITED STATES
LBDAV,,,,,,,UNITED STATES
LBDKV,,,,,,,UNITED STATES
LBGJ,Industrials,,,,,,CHINA
LBRDA,Communication Services,,,,,,UNITED STATES
LBRDK,Communication Services,,,,,,UNITED STATES
LBRDP,Communication Services,,,,,,UNITED STATES
LBRT,Energy,,,,,,UNITED STATES
LBRX,Healthcare,,,,,,UNITED STATES
LBTYA,Communication Services,,,,,,BERMUDA
LBTYB,Communication Services,,,,,,BERMUDA
LBTYK,Communication Services,,,,,,BERMUDA
LC,Financial Services,,,,,,UNITED STATES
LCCC,Financial Services,,,,,,UNITED STATES
LCCCR,,,,,,,UNITED STATES
LCCCU,Financial Services,,,,,,UNITED STATES
LCFY,Communication Services,,,,,,AUSTRALIA
LCFYW,Communication Services,,,,,,AUSTRALIA
LCID,Consumer Cyclical,,,,,,UNITED STATES
LCII,Consumer Cyclical,,,,,,UNITED STATES
LCNB,Financial Services,,,,,,UNITED STATES
LCTX,Healthcare,,,,,,UNITED STATES
LCUT,Consumer Cyclical,,,,,,UNITED STATES
LDI,Financial Services,,,,,,UNITED STATES
LDOS,Technology,,,,,,UNITED STATES
LDWY,Communication Services,,,,,,UNITED STATES
LE,Consumer Cyclical,,,,,,UNITED STATES
LEA,Consumer Cyclical,,,,,,UNITED STATES
LECO,Industrials,,,,,,UNITED STATES
LEDS,Technology,,,,,,TAIWAN
LEE,Communication Services,,,,,,UNITED STATES
LEG,Consumer Cyclical,,,,,,UNITED STATES
LEGH,Consumer Cyclical,,,,,,UNITED STATES
LEGN,Healthcare,,,,,,UNITED STATES
LEGT,Financial Services,,,,,,UNITED STATES
LEN,Consumer Cyclical,,,,,,UNITED STATES
LEN-B,Consumer Cyclical,,,,,,UNITED STATES
LENZ,Healthcare,,,,,,UNITED STATES
LESL,Consumer Cyclical,,,,,,UNITED STATES
LEU,Energy,,,,,,UNITED STATES
LEVI,Consumer Cyclical,,,,,,UNITED STATES
LEXX,Healthcare,,,,,,CANADA
LEXXW,Healthcare,,,,,,CANADA
LFCR,Healthcare,,,,,,UNITED STATES
LFMD,Healthcare,,,,,,UNITED STATES
LFMDP,Healthcare,,,,,,UNITED STATES
LFS,Communication Services,,,,,,JAPAN
LFST,Healthcare,,,,,,UNITED STATES
LFT,Real Estate,,,,,,UNITED STATES
LFUS,Technology,,,,,,UNITED STATES
LFVN,Consumer Defensive,,,,,,UNITED STATES
LFWD,Healthcare,,,,,,ISRAEL
LGCB,Consumer Cyclical,,,,,,JAPAN
LGCL,Technology,,,,,,CHINA
LGCY,Consumer Defensive,,,,,,UNITED STATES
LGHL,Financial Services,,,,,,SINGAPORE
LGIH,Consumer Cyclical,,,,,,UNITED STATES
LGL,Technology,,,,,,UNITED STATES
LGN,Industrials,,,,,,UNITED STATES
LGND,Healthcare,,,,,,UNITED STATES
LGO,Basic Materials,,,,,,CANADA
LGPS,Industrials,,,,,,JAPAN
LGVN,Healthcare,,,,,,UNITED STATES
LH,Healthcare,,,,,,UNITED STATES
LHAI,Real Estate,,,,,,UNITED STATES
LHSW,Technology,,,,,,CHINA
LHX,Industrials,,,,,,UNITED STATES
LI,Consumer Cyclical,,,,,,CHINA
LICN,Industrials,,,,,,CHINA
LIDR,Technology,,,,,,UNITED STATES
LIDRW,Technology,,,,,,UNITED STATES
LIEN,Financial Services,,,,,,UNITED STATES
LIF,Technology,,,,,,UNITED STATES
LII,Industrials,,,,,,UNITED STATES
LILA,Communication Services,,,,,,BERMUDA
LILAK,Communication Services,,,,,,BERMUDA
LIMN,Healthcare,,,,,,UNITED STATES
LIMNW,Healthcare,,,,,,UNITED STATES
LIN,Basic Materials,,,,,,UNITED KINGDOM
LINC,Consumer Defensive,,,,,,UNITED STATES
LIND,Consumer Cyclical,,,,,,UNITED STATES
LINE,Real Estate,,,,,,UNITED STATES
LINK,Technology,,,,,,UNITED STATES
LIQT,Industrials,,,,,,DENMARK
LITB,Consumer Cyclical,,,,,,SINGAPORE
LITE,Technology,,,,,,UNITED STATES
LITM,Basic Materials,,,,,,CANADA
LITS,Healthcare,,,,,,UNITED STATES
LIVE,Consumer Cyclical,,,,,,UNITED STATES
LIVN,Healthcare,,,,,,UNITED KINGDOM
LIXT,Healthcare,,,,,,UNITED STATES
LIXTW,Healthcare,,,,,,UNITED STATES
LKFN,Financial Services,,,,,,UNITED STATES
LKQ,Consumer Cyclical,,,,,,UNITED STATES
LKSPU,Financial Services,,,,,,UNITED STATES
LLY,Healthcare,,,,,,UNITED STATES
LLYVA,Communication Services,,,,,,UNITED STATES
LLYVK,Communication Services,,,,,,UNITED STATES
LMAT,Healthcare,,,,,,UNITED STATES
LMB,Industrials,,,,,,UNITED STATES
LMFA,Financial Services,,,,,,UNITED STATES
LMND,Financial Services,,,,,,UNITED STATES
LMNR,Consumer Defensive,,,,,,UNITED STATES
LMT,Industrials,,,,,,UNITED STATES
LNAI,Healthcare,,,,,,UNITED STATES
LNC,Financial Services,,,,,,UNITED STATES
LND,Consumer Defensive,,,,,,BRAZIL
LNG,Energy,,,,,,UNITED STATES
LNGX,,,,,,,UNITED STATES
LNKB,Financial Services,,,,,,UNITED STATES
LNKS,Industrials,,,,,,MALAYSIA
LNN,Industrials,,,,,,UNITED STATES
LNSR,Healthcare,,,,,,UNITED STATES
LNT,Utilities,,,,,,UNITED STATES
LNTH,Healthcare,,,,,,UNITED STATES
LNW,Consumer Cyclical,,,,,,UNITED STATES
LNZA,Industrials,,,,,,UNITED STATES
LOAN,Real Estate,,,,,,UNITED STATES
LOAR,Industrials,,,,,,UNITED STATES
LOB,Financial Services,,,,,,UNITED STATES
LOBO,Consumer Cyclical,,,,,,CHINA
LOCL,Consumer Defensive,,,,,,UNITED STATES
LOCO,Consumer Cyclical,,,,,,UNITED STATES
LODE,Basic Materials,,,,,,UNITED STATES
LOGI,Technology,,,,,,SWITZERLAND
LOKV,Financial Services,,,,,,UNITED STATES
LOKVU,Financial Services,,,,,,UNITED STATES
LOKVW,Financial Services,,,,,,UNITED STATES
LOMA,Basic Materials,,,,,,ARGENTINA
LOOP,Basic Materials,,,,,,CANADA
LOPE,Consumer Defensive,,,,,,UNITED STATES
LOT,Consumer Cyclical,,,,,,CHINA
LOTWW,Consumer Cyclical,,,,,,CHINA
LOVE,Consumer Cyclical,,,,,,UNITED STATES
LOW,Consumer Cyclical,,,,,,UNITED STATES
LPA,Real Estate,,,,,,UNITED STATES
LPAA,Financial Services,,,,,,UNITED STATES
LPAAU,Financial Services,,,,,,UNITED STATES
LPAAW,Financial Services,,,,,,UNITED STATES
LPBB,Financial Services,,,,,,UNITED STATES
LPBBU,Financial Services,,,,,,UNITED STATES
LPBBW,Financial Services,,,,,,UNITED STATES
LPCN,Healthcare,,,,,,UNITED STATES
LPG,Energy,,,,,,UNITED STATES
LPL,Technology,,,,,,SOUTH KOREA
LPLA,Financial Services,,,,,,UNITED STATES
LPRO,Financial Services,,,,,,UNITED STATES
LPSN,Technology,,,,,,UNITED STATES
LPTH,Technology,,,,,,UNITED STATES
LPTX,Healthcare,,,,,,UNITED STATES
LPX,Industrials,,,,,,UNITED STATES
LQDA,Healthcare,,,,,,UNITED STATES
LQDT,Consumer Cyclical,,,,,,UNITED STATES
LRCX,Technology,,,,,,UNITED STATES
LRE,Real Estate,,,,,,JAPAN
LRHC,Real Estate,,,,,,UNITED STATES
LRMR,Healthcare,,,,,,UNITED STATES
LRN,Consumer Defensive,,,,,,UNITED STATES
LSAK,Technology,,,,,,SOUTH AFRICA
LSBK,Financial Services,,,,,,UNITED STATES
LSCC,Technology,,,,,,UNITED STATES
LSE,Energy,,,,,,CHINA
LSEAW,Real Estate,,,,,,UNITED STATES
LSF,Consumer Defensive,,,,,,UNITED STATES
LSH,Industrials,,,,,,UNITED STATES
LSPD,Technology,,,,,,CANADA
LSTA,Healthcare,,,,,,UNITED STATES
LSTR,Industrials,,,,,,UNITED STATES
LTBR,Industrials,,,,,,UNITED STATES
LTC,Real Estate,,,,,,UNITED STATES
LTH,Consumer Cyclical,,,,,,UNITED STATES
LTM,Industrials,,,,,,CHILE
LTRN,Healthcare,,,,,,UNITED STATES
LTRX,Technology,,,,,,UNITED STATES
LU,Financial Services,,,,,,CHINA
LUCD,Healthcare,,,,,,UNITED STATES
LUCK,Consumer Cyclical,,,,,,UNITED STATES
LUCY,Healthcare,,,,,,UNITED STATES
LUCYW,Healthcare,,,,,,UNITED STATES
LUD,Basic Materials,,,,,,HONG KONG
LULU,Consumer Cyclical,,,,,,CANADA
LUMN,Communication Services,,,,,,UNITED STATES
LUNG,Healthcare,,,,,,UNITED STATES
LUNR,Industrials,,,,,,UNITED STATES
LUV,Industrials,,,,,,UNITED STATES
LUXE,Consumer Cyclical,,,,,,GERMANY
LVLU,Consumer Cyclical,,,,,,UNITED STATES
LVO,Communication Services,,,,,,UNITED STATES
LVRO,Basic Materials,,,,,,BRAZIL
LVS,Consumer Cyclical,,,,,,UNITED STATES
LVTX,Healthcare,,,,,,NETHERLANDS
LVWR,Consumer Cyclical,,,,,,UNITED STATES
LW,Consumer Defensive,,,,,,UNITED STATES
LWAY,Consumer Defensive,,,,,,UNITED STATES
LWLG,Basic Materials,,,,,,UNITED STATES
LX,Financial Services,,,,,,CHINA
LXEH,Consumer Defensive,,,,,,CHINA
LXEO,Healthcare,,,,,,UNITED STATES
LXFR,Industrials,,,,,,UNITED STATES
LXP,Real Estate,,,,,,UNITED STATES
LXRX,Healthcare,,,,,,UNITED STATES
LXU,Basic Materials,,,,,,UNITED STATES
LYB,Basic Materials,,,,,,UNITED STATES
LYEL,Healthcare,,,,,,UNITED STATES
LYFT,Technology,,,,,,UNITED STATES
LYG,Financial Services,,,,,,UNITED KINGDOM
LYRA,Healthcare,,,,,,UNITED STATES
LYTS,Technology,,,,,,UNITED STATES
LYV,Communication Services,,,,,,UNITED STATES
LZ,Industrials,,,,,,UNITED STATES
LZB,Consumer Cyclical,,,,,,UNITED STATES
LZM,Basic Materials,,,,,,ISLE OF MAN
LZMH,Technology,,,,,,CHINA
M,Consumer Cyclical,,,,,,UNITED STATES
MA,Financial Services,,,,,,UNITED STATES
MAA,Real Estate,,,,,,UNITED STATES
MAAS,Financial Services,,,,,,CHINA
MAC,Real Estate,,,,,,UNITED STATES
MACI,Financial Services,,,,,,UNITED STATES
MACIU,Financial Services,,,,,,UNITED STATES
MACIW,Financial Services,,,,,,UNITED STATES
MAGH,Industrials,,,,,,SINGAPORE
MAGN,Basic Materials,,,,,,UNITED STATES
MAIA,Healthcare,,,,,,UNITED STATES
MAIN,Financial Services,,,,,,UNITED STATES
MAMA,Consumer Defensive,,,,,,UNITED STATES
MAMK,Industrials,,,,,,CHINA
MAMO,Consumer Cyclical,,,,,,UNITED STATES
MAN,Industrials,,,,,,UNITED STATES
MANH,Technology,,,,,,UNITED STATES
MANU,Communication Services,,,,,,UNITED KINGDOM
MAPS,Technology,,,,,,UNITED STATES
MAPSW,Technology,,,,,,UNITED STATES
MAR,Consumer Cyclical,,,,,,UNITED STATES
MARA,Financial Services,,,,,,UNITED STATES
MARPS,Energy,,,,,,UNITED STATES
MAS,Industrials,,,,,,UNITED STATES
MASI,Healthcare,,,,,,UNITED STATES
MASK,Technology,,,,,,HONG KONG
MASS,Healthcare,,,,,,UNITED STATES
MAT,Consumer Cyclical,,,,,,UNITED STATES
MATH,Financial Services,,,,,,HONG KONG
MATV,Basic Materials,,,,,,UNITED STATES
MATW,Industrials,,,,,,UNITED STATES
MATX,Industrials,,,,,,UNITED STATES
MAX,Communication Services,,,,,,UNITED STATES
MAXN,Technology,,,,,,SINGAPORE
MAYA,Financial Services,,,,,,UNITED STATES
MAYAR,,,,,,,UNITED STATES
MAYAU,Financial Services,,,,,,UNITED STATES
MAYS,Real Estate,,,,,,UNITED STATES
MAZE,Healthcare,,,,,,UNITED STATES
MB,Consumer Cyclical,,,,,,HONG KONG
MBAV,Financial Services,,,,,,UNITED STATES
MBAVU,Financial Services,,,,,,UNITED STATES
MBAVW,Financial Services,,,,,,UNITED STATES
MBC,Consumer Cyclical,,,,,,UNITED STATES
MBCN,Financial Services,,,,,,UNITED STATES
MBI,Financial Services,,,,,,UNITED STATES
MBIN,Financial Services,,,,,,UNITED STATES
MBINM,Financial Services,,,,,,UNITED STATES
MBINN,Financial Services,,,,,,UNITED STATES
MBIO,Healthcare,,,,,,UNITED STATES
MBLY,Consumer Cyclical,,,,,,ISRAEL
MBOT,Healthcare,,,,,,UNITED STATES
MBRX,Healthcare,,,,,,UNITED STATES
MBUU,Consumer Cyclical,,,,,,UNITED STATES
MBVIU,Financial Services,,,,,,UNITED STATES
MBWM,Financial Services,,,,,,UNITED STATES
MBX,Healthcare,,,,,,UNITED STATES
MC,Financial Services,,,,,,UNITED STATES
MCB,Financial Services,,,,,,UNITED STATES
MCBS,Financial Services,,,,,,UNITED STATES
MCD,Consumer Cyclical,,,,,,UNITED STATES
MCFT,Consumer Cyclical,,,,,,UNITED STATES
MCHP,Technology,,,,,,UNITED STATES
MCHPP,Technology,,,,,,UNITED STATES
MCHX,Communication Services,,,,,,UNITED STATES
MCK,Healthcare,,,,,,UNITED STATES
MCO,Financial Services,,,,,,UNITED STATES
MCOM,Consumer Cyclical,,,,,,UNITED STATES
MCRB,Healthcare,,,,,,UNITED STATES
MCRI,Consumer Cyclical,,,,,,UNITED STATES
MCRP,Technology,,,,,,UNITED ARAB EMIRATES
MCS,Communication Services,,,,,,UNITED STATES
MCTA,Healthcare,,,,,,HONG KONG
MCTR,Communication Services,,,,,,HONG KONG
MCW,Consumer Cyclical,,,,,,UNITED STATES
MCY,Financial Services,,,,,,UNITED STATES
MD,Healthcare,,,,,,UNITED STATES
MDAI,Healthcare,,,,,,UNITED STATES
MDAIW,Healthcare,,,,,,UNITED STATES
MDB,Technology,,,,,,UNITED STATES
MDBH,Financial Services,,,,,,UNITED STATES
MDCXW,Healthcare,,,,,,UNITED STATES
MDGL,Healthcare,,,,,,UNITED STATES
MDIA,Communication Services,,,,,,UNITED STATES
MDLZ,Consumer Defensive,,,,,,UNITED STATES
MDRR,Real Estate,,,,,,UNITED STATES
MDT,Healthcare,,,,,,IRELAND
MDU,Utilities,,,,,,UNITED STATES
MDV,Real Estate,,,,,,UNITED STATES
MDWD,Healthcare,,,,,,ISRAEL
MDXG,Healthcare,,,,,,UNITED STATES
MDXH,Healthcare,,,,,,BELGIUM
MEC,Industrials,,,,,,UNITED STATES
MED,Consumer Cyclical,,,,,,UNITED STATES
MEDP,Healthcare,,,,,,UNITED STATES
MEG,Industrials,,,,,,UNITED STATES
MEGI,Financial Services,,,,,,UNITED STATES
MEGL,Financial Services,,,,,,HONG KONG
MEI,Technology,,,,,,UNITED STATES
MELI,Consumer Cyclical,,,,,,URUGUAY
MENS,Healthcare,,,,,,TAIWAN
MEOH,Basic Materials,,,,,,CANADA
MERC,Basic Materials,,,,,,CANADA
MESA,Industrials,,,,,,UNITED STATES
MESO,Healthcare,,,,,,AUSTRALIA
MET,Financial Services,,,,,,UNITED STATES
META,Communication Services,,,,,,UNITED STATES
METC,Basic Materials,,,,,,UNITED STATES
METCB,Basic Materials,,,,,,UNITED STATES
METCI,,,,,,,UNITED STATES
METCZ,,,,,,,UNITED STATES
MFA,Real Estate,,,,,,UNITED STATES
MFC,Financial Services,,,,,,CANADA
MFG,Financial Services,,,,,,JAPAN
MFH,Technology,,,,,,UNITED STATES
